gamma,regime_source,strategy,n_months,ann_return,ann_vol,sharpe,max_drawdown,VaR_95_loss,CVaR_95_loss,final_wealth,avg_turnover,max_turnover
0.02,altdata_bnmeanrank_hmm,DR-CVaR,108,0.10047918741667017,0.1417859949343316,0.7086679291788109,-0.20330352329775792,0.06424251099754137,0.08672115740740738,2.367208443202835,0.021244731421940406,0.40393807141284216
0.02,altdata_bnmeanrank_hmm,RS-CVaR,108,0.10939283558300428,0.12856508412426856,0.8508751526757237,-0.1859520076650063,0.05747304802805246,0.07690347028353904,2.545471342715124,0.11570077243667373,1.9046497300354
0.02,altdata_bnmeanrank_hmm,RSDR-CVaR,108,0.11569467525404886,0.1360359386152118,0.8504714006590584,-0.17864411979382866,0.057949733488054364,0.07921608722904006,2.6786023369013034,0.0808474332668494,0.8888888888888888
0.02,altdata_bnmeanrank_hmm,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.02,altdata_bnmeanrank_hmm,Equal_Weight_ETF,108,0.10555338679775539,0.1508230382204265,0.6998492275662161,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.02,altdata_bnmeanrank_hmm,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.04,altdata_bnmeanrank_hmm,DR-CVaR,108,0.09636797588127499,0.14639120039406336,0.6582907689934007,-0.21688662754900845,0.06615802222222221,0.09024545473156222,2.28879594101763,0.00861371596612353,0.20000000000000007
0.04,altdata_bnmeanrank_hmm,RS-CVaR,108,0.10939283558300428,0.12856508412426856,0.8508751526757237,-0.1859520076650063,0.05747304802805246,0.07690347028353904,2.545471342715124,0.11570077243667373,1.9046497300354
0.04,altdata_bnmeanrank_hmm,RSDR-CVaR,108,0.09637993474408346,0.14489797243037322,0.6651572353118759,-0.2125190705972061,0.0649368544444444,0.08824308941798942,2.2890206405014926,0.03864724686839517,0.8888888888888888
0.04,altdata_bnmeanrank_hmm,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.04,altdata_bnmeanrank_hmm,Equal_Weight_ETF,108,0.10555338679775539,0.1508230382204265,0.6998492275662161,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.04,altdata_bnmeanrank_hmm,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.06,altdata_bnmeanrank_hmm,DR-CVaR,108,0.10279532826726756,0.14909278008923746,0.6894722078811651,-0.232584905123837,0.06479529453301916,0.09433519498955023,2.412427435447215,0.007073161094690397,0.17662908382815923
