Date,Equity,Interest_Rates,Credit,Commodities,Emerging_Markets,Foreign_Currency,Local_Inflation,Short_Volatility,Trend_Following,Local_Equity,FF_Market,FF_SMB,FF_HML,FF_RMW,FF_CMA
2003-06-16,0.015376792204840523,-0.0014891074927299423,0.00023866779451414146,0.0007413139747410163,0.0010867604397313524,6.395940162028319e-05,-0.0032907593068015896,-0.0069311059845560555,-0.00019466320125384982,0.005941982841334325,0.005550029684220675,-0.0024932734076650678,-0.004089393573999226,0.005680276797200913,-0.004149399617392375
2003-06-17,0.005228010745897858,-0.003959167482923719,0.000903018819724316,0.007889350882333128,0.003954720090271896,0.0026888075477895165,-0.0029037566175200806,-0.0007963832330195212,-0.0012786746817807833,-0.0002306857559800867,-0.00045641981004455184,-0.00011224129088843043,-0.001935924417693003,-0.0005589830679503503,-0.003829629932805076
2003-06-18,0.0005792065033052211,-0.0070307503417966115,0.002078635380125477,-0.003523634446048665,-0.010366326862940234,0.004391532534707093,0.0008919414350396096,0.0023211128076294856,0.0005954010954629689,0.0052897115031704705,0.004649690521108906,-0.0005871031199106303,0.00154597367633528,-0.0038289784803941245,0.0039571018924225085
2003-06-19,-0.011999910989537838,-0.004516652342937626,0.002837899896416364,0.003538935657849423,-0.0013672801363509846,0.0006679347445309619,0.007026248010534808,0.008039200511250158,0.0008821850005594858,0.0039582716522782325,0.003609784970122938,-0.005939416401207892,0.007116688995569468,0.0026072805063935374,0.002786801902997867
2003-06-20,0.0021074823395647994,0.0024994019741584844,-0.002458903428142688,-0.001514887364088245,-0.005106067334447911,-0.0069432152936389074,-0.0037506991410969984,-0.004210364692840675,0.0008426172331849863,-0.005350611305456892,-0.005737938887647894,-0.0015102213602713767,0.0015600664489511297,0.004113237225174924,-0.0017230870781645233
2003-06-23,-0.013660127624300654,0.0006614878380285852,-0.0003516894500858803,-0.0071302942710006235,-0.001845356324441383,-0.0010820859990443876,0.0024404242394085694,-0.0019219319327358538,0.0010840879615768829,-0.0013005089758014367,-0.0016968135124574221,-0.00940910275003751,0.0012491987094321064,0.00750144839956648,-0.0013496870182377134
2003-06-24,-0.0033254187414431882,0.00021204243755419832,-0.00047451078136071136,-0.008155335044942862,4.366767372508446e-05,-0.002305476848747446,0.002281041354408433,0.002235456012280811,0.00042244984724852295,0.004399288664866118,0.00435386758344743,0.001144796351580912,0.0027912446594434955,0.005221546129106025,-0.0014682206633225081
2003-06-25,-0.0032171609517754637,0.0005292430921002119,-0.0018053929975754119,0.011167794285762754,0.00397031079483263,0.0016843914393943693,-0.004862321679280106,-0.0025855456749088413,-0.0009263526880551346,-0.003574512936482199,-0.0036934857695040935,0.009227295200487814,-0.0003663990478501241,-0.004012601614882803,-1.6369360867858076e-05
2003-06-26,0.005593587925675319,-0.006295711849351543,-0.000919726401261734,-0.02069210589342306,-0.004507158810220038,0.00027039979141395623,-0.0026035208093495906,0.004283417264129342,0.0006721670386054882,0.006262223181867931,0.005259447198153316,0.005873911604699913,-0.0010918983405416877,-0.004470624303821756,0.0003066786447260975
2003-06-27,-0.00249539669624599,-0.0041843421412202375,0.0008328235814032349,0.007658549546358477,-0.0026976351808508216,0.0021836013953398007,0.0025321161469247276,-0.004873131029878394,-0.00022372549651264667,-0.002875105717571729,-0.0032046621236463194,0.0029673668872571756,0.0029191426510503755,0.0003072708286968134,-0.0006985210135126833
2003-06-30,-0.003933962276825638,-0.0008030116059779364,0.0017230027726000666,0.004681765639397032,-8.939753085359758e-05,0.0016314879096026612,0.00026547147891073765,0.0021093529595558025,0.0008470607652413058,0.004549532910799511,0.004349805130650577,-0.0034315696199269836,0.0026242871363463547,-0.001942469630765419,0.0012330310333226759
2003-07-01,0.0008357710473961571,-0.00012751720117834667,-0.0005615715125018907,0.005169738400757732,0.002764731126693737,0.00394562636934384,-0.0018795230833511187,0.005814699660051387,-0.0004779394083994988,0.0065195056868690175,0.006133212958806891,-0.0058752525313428994,-0.0004254224611625505,0.0016525103438071339,-0.00030673443677843197
2003-07-02,0.014102266061470478,-0.0031277741672234762,0.000840034397220137,0.0018130745805484065,-0.0025081836781220123,0.006671384511972856,0.0029022816454717477,-0.00024011317732971962,0.003872151218514853,-0.0008580504200522542,-0.0009643475127941933,0.010355393679012656,0.0020229426027764917,-0.004571689768845139,0.004468710547900197
2003-07-03,-0.001766680867022228,-0.008281971691259117,0.0023588774314134784,0.0010112680852555804,-0.0012287592460662002,0.004018058157197681,-0.00098536223340272,-0.003945601303487204,1.4791924334470186e-05,-0.0004698574546277926,-0.0006360336058955866,-0.0014273745320936416,-0.0005881699511361793,0.0008338577172476217,-0.003907117572683011
2003-07-04,-0.0011795236092706147,0.0030942091357785513,-0.00149456643335363,-0.0016767755039995456,0.0019846754421805083,-0.0023808107932248,-0.002459410801888759,-0.00024383286447318182,-0.0010476744385649011,-0.0015698098022389193,-0.008974166563108588,0.002046596033193134,-0.0009449373163394537,0.0002675340563910403,-0.0024133151658503006
2003-07-07,0.01940219816041995,-0.002722583498384925,0.0006939543384138045,0.005901246113643795,-0.007380201463914901,-0.0068296004277327614,-0.00027915896156216133,0.002798879904607197,0.0035894051983578917,-0.00022404884682819884,-0.0002794986923326838,-3.186703053154657e-05,0.004578656271454203,-0.005044429998999609,0.005070031699783384
2003-07-08,0.0034666085097562146,-0.002198497033371587,0.0006477362349787795,0.005299865240688631,0.001432633717320155,-0.0010052119508602753,0.0005094882377334193,0.0007911785160964421,0.0004204129738025292,0.0028615941576739684,0.0027124528822662602,0.01152269375823658,0.0006059809649249029,-0.002068553270364171,0.001293687794590854
2003-07-09,-0.004277215930669835,0.0023465089918086077,-0.0012439452864820473,0.0075183742961754,-0.0013410994386482316,-0.0002002589254342809,0.00367435569482336,0.0015604108321261602,-0.0008881407580403145,-0.0006671377031235992,-0.0001242488341519684,0.007117257715970592,0.003265289499995303,-0.010865797016965066,0.00820358067459046
2003-07-10,-0.010949439620063216,0.00371139102439107,-0.0014304491533283722,-0.012265238353098156,0.0017791593760299383,-0.0013273238303204695,0.00045581065977981245,-0.002386558430882703,-0.0018704451328141252,-0.00583218549132168,-0.005114278788008424,-0.0017180631216266108,-0.0029745778152547083,0.002532256124286857,-0.0035571071372262958
2003-07-11,0.005256714400312705,0.0018456639406359433,-0.0006409689020321538,-0.0014088687173102374,-0.00440015853324796,-0.004946036313772403,0.002845287015068837,0.003256565486545541,0.0020020313364911575,0.0022739306468457926,0.002115897946226585,0.0012684718792595217,-0.0006868157648041428,-0.0002603081312331484,-0.00041523910368932
