gamma,regime_source,strategy,n_months,ann_return,ann_vol,sharpe,max_drawdown,VaR_95_loss,CVaR_95_loss,final_wealth,avg_turnover,max_turnover
0.02,altdata_bnmeanrank_hmm,DR-CVaR,108,0.10047918741667017,0.14178599493433164,0.7086679291788108,-0.20330352329775792,0.06424251099754137,0.08672115740740738,2.367208443202835,0.021244731421940406,0.40393807141284216
0.02,altdata_bnmeanrank_hmm,RS-CVaR,108,0.10939283558300428,0.1285650841242686,0.8508751526757236,-0.1859520076650063,0.05747304802805246,0.07690347028353904,2.545471342715124,0.11570077243667373,1.9046497300354
0.02,altdata_bnmeanrank_hmm,RSDR-CVaR,108,0.11569467525404886,0.1360359386152118,0.8504714006590584,-0.17864411979382866,0.05794973348805437,0.07921608722904006,2.6786023369013026,0.0808474332668494,0.8888888888888888
0.02,altdata_bnmeanrank_hmm,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.02,altdata_bnmeanrank_hmm,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.02,altdata_bnmeanrank_hmm,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.02,altdata_bnmeanrank_kmeans,DR-CVaR,108,0.10047918741667017,0.14178599493433164,0.7086679291788108,-0.20330352329775792,0.06424251099754137,0.08672115740740738,2.367208443202835,0.021244731421940406,0.40393807141284216
0.02,altdata_bnmeanrank_kmeans,RS-CVaR,108,0.10887530870307893,0.1345285518340069,0.8093100477095659,-0.1849707629727294,0.06113377284302541,0.0793461483079435,2.534804202188039,0.310401958538932,1.5580078150908183
0.02,altdata_bnmeanrank_kmeans,RSDR-CVaR,108,0.09661261211829109,0.14504783600612217,0.6660741364953094,-0.20497118580478502,0.06615802222222227,0.08890508009259261,2.293396405492183,0.06206150517008107,0.6666666666666667
0.02,altdata_bnmeanrank_kmeans,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.02,altdata_bnmeanrank_kmeans,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.02,altdata_bnmeanrank_kmeans,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.02,altdataonly_gmm,DR-CVaR,108,0.10047918741667017,0.14178599493433164,0.7086679291788108,-0.20330352329775792,0.06424251099754137,0.08672115740740738,2.367208443202835,0.021244731421940406,0.40393807141284216
0.02,altdataonly_gmm,RS-CVaR,108,0.10121925779042251,0.12902439700519766,0.7844970419535846,-0.17356769059418264,0.0598532367603467,0.08074242003201065,2.381574537308779,0.3839584567516664,2.0
0.02,altdataonly_gmm,RSDR-CVaR,108,0.10443551559584763,0.14406255269085605,0.7249317303154824,-0.1980057127121596,0.06555316944444466,0.08756541983230796,2.444912242051525,0.12318313558291111,0.49297689040722265
0.02,altdataonly_gmm,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.02,altdataonly_gmm,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.02,altdataonly_gmm,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.02,altdataonly_hmm,DR-CVaR,108,0.10047918741667017,0.14178599493433164,0.7086679291788108,-0.20330352329775792,0.06424251099754137,0.08672115740740738,2.367208443202835,0.021244731421940406,0.40393807141284216
0.02,altdataonly_hmm,RS-CVaR,108,0.09868961659446085,0.12529601357544068,0.787651688016713,-0.1859520076650063,0.05737041104287284,0.0769614090552335,2.332787509362868,0.12906265918202692,2.0
0.02,altdataonly_hmm,RSDR-CVaR,108,0.10919026868914616,0.14313555667540856,0.7628451743598496,-0.19795228801840858,0.06096653611111107,0.08507530956218246,2.541291339105259,0.0385021776791672,0.6666666666666667
0.02,altdataonly_hmm,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.02,altdataonly_hmm,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.02,altdataonly_hmm,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.04,altdata_bnmeanrank_hmm,DR-CVaR,108,0.09636797588127499,0.14639120039406334,0.6582907689934008,-0.21688662754900845,0.06615802222222221,0.09024545473156224,2.28879594101763,0.00861371596612353,0.20000000000000007
0.04,altdata_bnmeanrank_hmm,RS-CVaR,108,0.10939283558300428,0.1285650841242686,0.8508751526757236,-0.1859520076650063,0.05747304802805246,0.07690347028353904,2.545471342715124,0.11570077243667373,1.9046497300354
0.04,altdata_bnmeanrank_hmm,RSDR-CVaR,108,0.09637993474408346,0.14489797243037322,0.6651572353118759,-0.2125190705972061,0.0649368544444444,0.08824308941798942,2.289020640501494,0.03864724686839517,0.8888888888888888
0.04,altdata_bnmeanrank_hmm,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.04,altdata_bnmeanrank_hmm,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.04,altdata_bnmeanrank_hmm,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.04,altdata_bnmeanrank_kmeans,DR-CVaR,108,0.09636797588127499,0.14639120039406334,0.6582907689934008,-0.21688662754900845,0.06615802222222221,0.09024545473156224,2.28879594101763,0.00861371596612353,0.20000000000000007
0.04,altdata_bnmeanrank_kmeans,RS-CVaR,108,0.10887530870307893,0.1345285518340069,0.8093100477095659,-0.1849707629727294,0.06113377284302541,0.0793461483079435,2.534804202188039,0.310401958538932,1.5580078150908183
0.04,altdata_bnmeanrank_kmeans,RSDR-CVaR,108,0.09418965905770493,0.14909527420947152,0.6317414120408209,-0.2325849051238369,0.06550571944444437,0.09436705370370373,2.2481922913694214,0.027835232936783093,0.4444444444444444
0.04,altdata_bnmeanrank_kmeans,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.04,altdata_bnmeanrank_kmeans,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.04,altdata_bnmeanrank_kmeans,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.04,altdataonly_gmm,DR-CVaR,108,0.09636797588127499,0.14639120039406334,0.6582907689934008,-0.21688662754900845,0.06615802222222221,0.09024545473156224,2.28879594101763,0.00861371596612353,0.20000000000000007
0.04,altdataonly_gmm,RS-CVaR,108,0.10121925779042251,0.12902439700519766,0.7844970419535846,-0.17356769059418264,0.0598532367603467,0.08074242003201065,2.381574537308779,0.3839584567516664,2.0
0.04,altdataonly_gmm,RSDR-CVaR,108,0.1045643808098442,0.15046123862844402,0.6949589260531103,-0.2325849051238369,0.0661580222222222,0.09438816937065146,2.447480885481662,0.045694565844708275,0.20000000000000484
0.04,altdataonly_gmm,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.04,altdataonly_gmm,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.04,altdataonly_gmm,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.04,altdataonly_hmm,DR-CVaR,108,0.09636797588127499,0.14639120039406334,0.6582907689934008,-0.21688662754900845,0.06615802222222221,0.09024545473156224,2.28879594101763,0.00861371596612353,0.20000000000000007
0.04,altdataonly_hmm,RS-CVaR,108,0.09868961659446085,0.12529601357544068,0.787651688016713,-0.1859520076650063,0.05737041104287284,0.0769614090552335,2.332787509362868,0.12906265918202692,2.0
0.04,altdataonly_hmm,RSDR-CVaR,108,0.10008940942907385,0.14866436942290448,0.6732575520120104,-0.2325849051238369,0.063725435,0.09166203571428572,2.359673165384243,0.014437840449989204,0.4
0.04,altdataonly_hmm,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.04,altdataonly_hmm,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.04,altdataonly_hmm,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.06,altdata_bnmeanrank_hmm,DR-CVaR,108,0.10279532826726756,0.14909278008923746,0.6894722078811651,-0.2325849051238369,0.06479529453301916,0.09433519498955022,2.4124274354472153,0.007073161094690397,0.17662908382815923
0.06,altdata_bnmeanrank_hmm,RS-CVaR,108,0.10939283558300428,0.1285650841242686,0.8508751526757236,-0.1859520076650063,0.05747304802805246,0.07690347028353904,2.545471342715124,0.11570077243667373,1.9046497300354
0.06,altdata_bnmeanrank_hmm,RSDR-CVaR,108,0.1000242037017749,0.14708403558353805,0.6800479964051912,-0.21688662754900845,0.06608179765453169,0.08991053072318093,2.358414677158128,0.02393533515634339,0.6956881821253987
0.06,altdata_bnmeanrank_hmm,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.06,altdata_bnmeanrank_hmm,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.06,altdata_bnmeanrank_hmm,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.06,altdata_bnmeanrank_kmeans,DR-CVaR,108,0.10279532826726756,0.14909278008923746,0.6894722078811651,-0.2325849051238369,0.06479529453301916,0.09433519498955022,2.4124274354472153,0.007073161094690397,0.17662908382815923
0.06,altdata_bnmeanrank_kmeans,RS-CVaR,108,0.10887530870307893,0.1345285518340069,0.8093100477095659,-0.1849707629727294,0.06113377284302541,0.0793461483079435,2.534804202188039,0.310401958538932,1.5580078150908183
0.06,altdata_bnmeanrank_kmeans,RSDR-CVaR,108,0.10546919260142995,0.15034117059471397,0.7015323359810148,-0.232584905123837,0.06372543500000044,0.09408538333333348,2.4655839644273154,0.01790569751384914,0.20000000000000034
0.06,altdata_bnmeanrank_kmeans,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.06,altdata_bnmeanrank_kmeans,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.06,altdata_bnmeanrank_kmeans,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.06,altdataonly_gmm,DR-CVaR,108,0.10279532826726756,0.14909278008923746,0.6894722078811651,-0.2325849051238369,0.06479529453301916,0.09433519498955022,2.4124274354472153,0.007073161094690397,0.17662908382815923
0.06,altdataonly_gmm,RS-CVaR,108,0.10121925779042251,0.12902439700519766,0.7844970419535846,-0.17356769059418264,0.0598532367603467,0.08074242003201065,2.381574537308779,0.3839584567516664,2.0
0.06,altdataonly_gmm,RSDR-CVaR,108,0.10514185967057865,0.1508363839937841,0.69705900450989,-0.2325849051238369,0.06372543499999998,0.09408538333333323,2.4590211363392167,0.0030908826990285795,0.1669076657473388
0.06,altdataonly_gmm,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.06,altdataonly_gmm,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.06,altdataonly_gmm,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.06,altdataonly_hmm,DR-CVaR,108,0.10279532826726756,0.14909278008923746,0.6894722078811651,-0.2325849051238369,0.06479529453301916,0.09433519498955022,2.4124274354472153,0.007073161094690397,0.17662908382815923
0.06,altdataonly_hmm,RS-CVaR,108,0.09868961659446085,0.12529601357544068,0.787651688016713,-0.1859520076650063,0.05737041104287284,0.0769614090552335,2.332787509362868,0.12906265918202692,2.0
0.06,altdataonly_hmm,RSDR-CVaR,108,0.10065665235294552,0.1499218998674966,0.6713939220481298,-0.2325849051238359,0.06550571944444432,0.09282831481481464,2.3706463166811402,0.005555555555560958,0.20000000000000023
0.06,altdataonly_hmm,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.06,altdataonly_hmm,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.06,altdataonly_hmm,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.08,altdata_bnmeanrank_hmm,DR-CVaR,108,0.10555338679775517,0.15082303822042642,0.6998492275662151,-0.232584905123837,0.06372543499999997,0.09408538333333331,2.4672745226303086,1.6305115693829412e-15,2.2551405187698492e-14
0.08,altdata_bnmeanrank_hmm,RS-CVaR,108,0.10939283558300428,0.1285650841242686,0.8508751526757236,-0.1859520076650063,0.05747304802805246,0.07690347028353904,2.545471342715124,0.11570077243667373,1.9046497300354
0.08,altdata_bnmeanrank_hmm,RSDR-CVaR,108,0.09780016076282738,0.15007382904815464,0.6516803188345781,-0.232584905123837,0.06550571944444442,0.09282831481481481,2.3158456494413784,0.01337448559671627,0.5999999999999999
0.08,altdata_bnmeanrank_hmm,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.08,altdata_bnmeanrank_hmm,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.08,altdata_bnmeanrank_hmm,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.08,altdata_bnmeanrank_kmeans,DR-CVaR,108,0.10555338679775517,0.15082303822042642,0.6998492275662151,-0.232584905123837,0.06372543499999997,0.09408538333333331,2.4672745226303086,1.6305115693829412e-15,2.2551405187698492e-14
0.08,altdata_bnmeanrank_kmeans,RS-CVaR,108,0.10887530870307893,0.1345285518340069,0.8093100477095659,-0.1849707629727294,0.06113377284302541,0.0793461483079435,2.534804202188039,0.310401958538932,1.5580078150908183
0.08,altdata_bnmeanrank_kmeans,RSDR-CVaR,108,0.10524799878286295,0.1502764276307145,0.7003626612784324,-0.2325849051238369,0.063725435,0.09408538333333334,2.4611474583703385,0.011111111111116236,0.20000000000000034
0.08,altdata_bnmeanrank_kmeans,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.08,altdata_bnmeanrank_kmeans,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.08,altdata_bnmeanrank_kmeans,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.08,altdataonly_gmm,DR-CVaR,108,0.10555338679775517,0.15082303822042642,0.6998492275662151,-0.232584905123837,0.06372543499999997,0.09408538333333331,2.4672745226303086,1.6305115693829412e-15,2.2551405187698492e-14
0.08,altdataonly_gmm,RS-CVaR,108,0.10121925779042251,0.12902439700519766,0.7844970419535846,-0.17356769059418264,0.0598532367603467,0.08074242003201065,2.381574537308779,0.3839584567516664,2.0
0.08,altdataonly_gmm,RSDR-CVaR,108,0.10555338679775539,0.15082303822042642,0.6998492275662166,-0.232584905123837,0.06372543499999998,0.09408538333333333,2.4672745226303134,6.482211886601927e-15,6.65301147506625e-14
0.08,altdataonly_gmm,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.08,altdataonly_gmm,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.08,altdataonly_gmm,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.08,altdataonly_hmm,DR-CVaR,108,0.10555338679775517,0.15082303822042642,0.6998492275662151,-0.232584905123837,0.06372543499999997,0.09408538333333331,2.4672745226303086,1.6305115693829412e-15,2.2551405187698492e-14
0.08,altdataonly_hmm,RS-CVaR,108,0.09868961659446085,0.12529601357544068,0.787651688016713,-0.1859520076650063,0.05737041104287284,0.0769614090552335,2.332787509362868,0.12906265918202692,2.0
0.08,altdataonly_hmm,RSDR-CVaR,108,0.10065665235294396,0.14992189986749657,0.6713939220481194,-0.2325849051238369,0.06550571944444432,0.09282831481481486,2.3706463166811136,0.005555555555567286,0.1999999999999999
0.08,altdataonly_hmm,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.08,altdataonly_hmm,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
0.08,altdataonly_hmm,SPY_Benchmark,108,0.10440594022558947,0.15225964856648938,0.6857098463615398,-0.23916574077604125,0.07564429999999991,0.0925035,2.4443230605647592,,
0.1,altdata_bnmeanrank_hmm,DR-CVaR,108,0.10555338679775517,0.15082303822042642,0.6998492275662151,-0.232584905123837,0.06372543499999997,0.09408538333333331,2.4672745226303086,1.6305115693829412e-15,2.2551405187698492e-14
0.1,altdata_bnmeanrank_hmm,RS-CVaR,108,0.10939283558300428,0.1285650841242686,0.8508751526757236,-0.1859520076650063,0.05747304802805246,0.07690347028353904,2.545471342715124,0.11570077243667373,1.9046497300354
0.1,altdata_bnmeanrank_hmm,RSDR-CVaR,108,0.09780016076282738,0.15007382904815453,0.6516803188345786,-0.232584905123837,0.06550571944444442,0.09282831481481481,2.315845649441381,0.013374485596715805,0.5999999999999999
0.1,altdata_bnmeanrank_hmm,SAA-CVaR,108,0.10583905064090615,0.12927820640122845,0.8186921337106393,-0.1859520076650063,0.061229131035581696,0.08132443825447415,2.4730181260685242,0.07236294953689033,0.979452279975014
0.1,altdata_bnmeanrank_hmm,Equal_Weight_ETF,108,0.10555338679775539,0.15082303822042648,0.6998492275662163,-0.2325849051238369,0.06372543499999998,0.09408538333333333,2.467274522630312,,
